序号	频率准确度	测试时间			
4991	-1.00E-12	2013-12-14 22:31	0	20000000750	50
4992	6.25E-13	2013-12-14 22:31	0	20000001225	30
4993	1.13E-12	2013-12-14 22:32	0	20000000425	26
4994	-1.50E-12	2013-12-14 22:32	0	19999999125	29
4995	-3.25E-12	2013-12-14 22:32	0	20000000525	27
4996	3.13E-12	2013-12-14 22:32	0	20000000750	50
4997	-1.25E-13	2013-12-14 22:32	0	20000000575	77
4998	2.50E-13	2013-12-14 22:32	0	20000000475	76
4999	-6.13E-12	2013-12-14 22:33	0	20000000475	76
5000	-3.13E-12	2013-12-14 22:33	0	19999999750	5a
5001	2.50E-13	2013-12-14 22:33	0	20000000275	70
5002	-3.13E-12	2013-12-14 22:33	0	20000000625	24
5003	-6.25E-13	2013-12-14 22:33	0	20000000125	23
5004	-3.38E-12	2013-12-14 22:33	0	20000000675	74
5005	-2.13E-12	2013-12-14 22:34	0	20000000425	26
5006	5.00E-13	2013-12-14 22:34	0	19999999900	4
5007	-2.50E-12	2013-12-14 22:34	0	20000000500	2
5008	-3.50E-12	2013-12-14 22:34	0	20000000700	0
5009	-2.88E-12	2013-12-14 22:34	0	20000000575	77
5010	-5.00E-13	2013-12-14 22:34	0	20000000100	6
5011	1.25E-12	2013-12-14 22:35	0	19999999750	5a
5012	-3.63E-12	2013-12-14 22:35	0	20000000725	25
5013	-2.63E-12	2013-12-14 22:35	0	20000000525	27
5014	-3.25E-12	2013-12-14 22:35	0	20000000650	51
5015	-1.25E-12	2013-12-14 22:35	0	20000000250	55
5016	-3.75E-13	2013-12-14 22:35	0	20000000075	72
5017	-1.50E-12	2013-12-14 22:36	0	20000000300	4
5018	-1.00E-12	2013-12-14 22:36	0	20000000200	5
5019	2.50E-13	2013-12-14 22:36	0	19999999950	54
5020	-2.50E-13	2013-12-14 22:36	0	20000000050	57
5021	-1.63E-12	2013-12-14 22:36	0	20000000325	21
5022	-2.75E-12	2013-12-14 22:37	0	20000000550	52
5023	-4.13E-12	2013-12-14 22:37	0	20000000825	2a
5024	-1.63E-12	2013-12-14 22:37	0	20000000325	21
5025	-3.25E-12	2013-12-14 22:37	0	20000000650	51
5026	-3.75E-12	2013-12-14 22:37	0	20000000750	50
5027	-1.88E-12	2013-12-14 22:37	0	20000000375	71
5028	-6.25E-13	2013-12-14 22:37	0	20000000125	23
5029	-1.75E-12	2013-12-14 22:38	0	20000000350	54
5030	1.88E-12	2013-12-14 22:38	0	19999999625	2e
5031	1.25E-12	2013-12-14 22:38	0	19999999750	5a
5032	-2.25E-12	2013-12-14 22:38	0	20000000450	53
5033	-2.50E-12	2013-12-14 22:38	0	20000000500	2
5034	1.50E-12	2013-12-14 22:38	0	19999999700	0a
5035	-4.75E-12	2013-12-14 22:39	0	20000000950	5e
5036	-5.25E-12	2013-12-14 22:39	0	20000001050	47
5037	-1.00E-12	2013-12-14 22:39	0	20000000200	5
5038	-3.63E-12	2013-12-14 22:39	0	20000000725	25
5039	-7.50E-13	2013-12-14 22:39	0	20000000150	56
5040	-1.75E-12	2013-12-14 22:39	0	20000000350	54
5041	-1.38E-12	2013-12-14 22:40	0	20000000275	70
5042	-5.25E-12	2013-12-14 22:40	0	20000001050	47
5043	-1.63E-12	2013-12-14 22:40	0	20000000325	21
5044	-2.13E-12	2013-12-14 22:40	0	20000000425	26
5045	-5.38E-12	2013-12-14 22:40	0	20000001075	62
5046	-2.63E-12	2013-12-14 22:40	0	20000000525	27
5047	-1.00E-12	2013-12-14 22:41	0	20000000200	5
5048	-5.38E-12	2013-12-14 22:41	0	20000001075	62
5049	-4.25E-12	2013-12-14 22:41	0	20000000850	5f
5050	-3.00E-12	2013-12-14 22:41	0	20000000600	1
5051	-1.63E-12	2013-12-14 22:41	0	20000000325	21
5052	-1.50E-12	2013-12-14 22:41	0	20000000300	4
5053	-3.38E-12	2013-12-14 22:42	0	20000000675	74
5054	1.25E-13	2013-12-14 22:42	0	19999999975	71
5055	1.00E-12	2013-12-14 22:42	0	19999999800	5
5056	-3.75E-13	2013-12-14 22:42	0	20000000075	72
5057	-4.88E-12	2013-12-14 22:42	0	20000000975	7b
5058	2.50E-13	2013-12-14 22:43	0	19999999950	54
5059	-2.38E-12	2013-12-14 22:43	0	20000000475	76
5060	-1.88E-12	2013-12-14 22:43	0	20000000375	71
5061	5.00E-14	2013-12-14 22:43	0	20000000000	7
5062	2.13E-12	2013-12-14 22:43	0	19999999575	7d
5063	-1.50E-12	2013-12-14 22:43	0	20000000300	4
5064	1.25E-13	2013-12-14 22:44	0	19999999975	71
5065	-1.75E-12	2013-12-14 22:44	0	20000000350	54
5066	-2.50E-12	2013-12-14 22:44	0	20000000500	2
5067	-2.38E-12	2013-12-14 22:44	0	20000000475	76
5068	-2.00E-12	2013-12-14 22:44	0	20000000400	3
5069	-2.75E-12	2013-12-14 22:44	0	20000000550	52
5070	-2.38E-12	2013-12-14 22:44	0	20000000475	76
5071	-1.00E-12	2013-12-14 22:45	0	20000000200	5
5072	-2.50E-13	2013-12-14 22:45	0	20000000050	57
5073	-4.88E-12	2013-12-14 22:45	0	20000000975	7b
5074	-5.13E-12	2013-12-14 22:45	0	20000001025	32
5075	-2.50E-13	2013-12-14 22:45	0	20000000050	57
5076	-1.38E-12	2013-12-14 22:45	0	20000000275	70
5077	-1.00E-12	2013-12-14 22:46	0	20000000200	5
5078	-5.00E-12	2013-12-14 22:46	0	20000001000	17
5079	-3.75E-13	2013-12-14 22:46	0	20000000075	72
5080	-4.75E-12	2013-12-14 22:46	0	20000000950	5e
5081	2.50E-13	2013-12-14 22:46	0	19999999950	54
5082	-2.50E-13	2013-12-14 22:46	0	20000000050	57
5083	-5.38E-12	2013-12-14 22:47	0	20000001075	62
5084	-6.25E-13	2013-12-14 22:47	0	20000000125	23
5085	2.50E-13	2013-12-14 22:47	0	19999999950	54
5086	-1.50E-12	2013-12-14 22:47	0	20000000300	4
5087	3.75E-13	2013-12-14 22:47	0	19999999925	21
5088	-4.63E-12	2013-12-14 22:47	0	20000000925	2b
5089	-3.13E-12	2013-12-14 22:48	0	20000000625	24
5090	-1.50E-12	2013-12-14 22:48	0	20000000300	4
5091	-2.50E-12	2013-12-14 22:48	0	20000000500	2
5092	-5.63E-12	2013-12-14 22:48	0	20000001125	33
5093	-1.50E-12	2013-12-14 22:48	0	20000000300	4
5094	7.50E-13	2013-12-14 22:49	0	19999999850	55
5095	-5.25E-12	2013-12-14 22:49	0	20000001050	47
5096	-1.25E-12	2013-12-14 22:49	0	20000000250	55
5097	-1.50E-12	2013-12-14 22:49	0	20000000300	4
5098	-4.75E-12	2013-12-14 22:49	0	20000000950	5e
5099	-7.25E-12	2013-12-14 22:49	0	20000001450	43
5100	-3.38E-12	2013-12-14 22:50	0	20000000675	74
5101	7.50E-13	2013-12-14 22:50	0	19999999850	55
5102	-3.75E-13	2013-12-14 22:50	0	20000000075	72
5103	-5.63E-12	2013-12-14 22:50	0	20000001125	33
5104	-5.38E-12	2013-12-14 22:50	0	20000001075	62
5105	-7.50E-13	2013-12-14 22:50	0	20000000150	56
5106	1.38E-12	2013-12-14 22:51	0	19999999725	2f
5107	3.75E-13	2013-12-14 22:51	0	19999999925	21
5108	2.38E-12	2013-12-14 22:51	0	19999999525	2d
5109	-1.50E-12	2013-12-14 22:51	0	20000000300	4
5110	-4.50E-12	2013-12-14 22:51	0	20000000900	0e
5111	2.00E-12	2013-12-14 22:51	0	19999999600	0b
5112	-1.25E-12	2013-12-14 22:51	0	20000000250	55
5113	1.25E-13	2013-12-14 22:52	0	19999999975	71
5114	-5.00E-12	2013-12-14 22:52	0	20000001000	17
5115	-1.50E-12	2013-12-14 22:52	0	20000000300	4
5116	-1.75E-12	2013-12-14 22:52	0	20000000350	54
5117	-2.13E-12	2013-12-14 22:52	0	20000000425	26
5118	-7.50E-13	2013-12-14 22:52	0	20000000150	56
5119	-5.88E-12	2013-12-14 22:53	0	20000001175	63
5120	-3.38E-12	2013-12-14 22:53	0	20000000675	74
5121	1.25E-13	2013-12-14 22:53	0	19999999975	71
5122	-6.38E-12	2013-12-14 22:53	0	20000001275	60
5123	-3.75E-13	2013-12-14 22:53	0	20000000075	72
5124	-1.88E-12	2013-12-14 22:53	0	20000000375	71
5125	-1.50E-12	2013-12-14 22:54	0	20000000300	4
5126	5.00E-13	2013-12-14 22:54	0	19999999900	4
5127	-3.13E-12	2013-12-14 22:54	0	20000000625	24
5128	-6.38E-12	2013-12-14 22:54	0	20000001275	60
5129	-3.13E-12	2013-12-14 22:54	0	20000000625	24
5130	-3.50E-12	2013-12-14 22:54	0	20000000700	0
5131	-5.38E-12	2013-12-14 22:55	0	20000001075	62
5132	-1.00E-12	2013-12-14 22:55	0	20000000200	5
5133	-1.13E-12	2013-12-14 22:55	0	20000000225	20
5134	-5.75E-12	2013-12-14 22:55	0	20000001150	46
5135	-2.63E-12	2013-12-14 22:55	0	20000000525	27
5136	-1.88E-12	2013-12-14 22:56	0	20000000375	71
5137	-1.88E-12	2013-12-14 22:56	0	20000000375	71
5138	-5.00E-12	2013-12-14 22:56	0	20000001000	17
5139	-1.00E-12	2013-12-14 22:56	0	20000000200	5
5140	-3.25E-12	2013-12-14 22:56	0	20000000650	51
5141	-5.00E-13	2013-12-14 22:56	0	20000000100	6
5142	-4.75E-12	2013-12-14 22:57	0	20000000950	5e
5143	-3.75E-12	2013-12-14 22:57	0	20000000750	50
5144	-3.50E-12	2013-12-14 22:57	0	20000000700	0
5145	-2.88E-12	2013-12-14 22:57	0	20000000575	77
5146	-1.75E-12	2013-12-14 22:57	0	20000000350	54
5147	-2.50E-13	2013-12-14 22:57	0	20000000050	57
5148	6.25E-13	2013-12-14 22:58	0	19999999875	70
5149	-1.75E-12	2013-12-14 22:58	0	20000000350	54
5150	-1.25E-12	2013-12-14 22:58	0	20000000250	55
5151	-3.75E-13	2013-12-14 22:58	0	20000000075	72
5152	-2.88E-12	2013-12-14 22:58	0	20000000575	77
5153	-2.38E-12	2013-12-14 22:58	0	20000000475	76
5154	1.25E-13	2013-12-14 22:59	0	19999999975	71
5155	-2.88E-12	2013-12-14 22:59	0	20000000575	77
5156	-3.13E-12	2013-12-14 22:59	0	20000000625	24
5157	-6.25E-13	2013-12-14 22:59	0	20000000125	23
5158	1.25E-12	2013-12-14 22:59	0	19999999750	5a
5159	-5.38E-12	2013-12-14 22:59	0	20000001075	62
5160	-7.50E-13	2013-12-14 22:59	0	20000000150	56
5161	-3.75E-12	2013-12-14 23:00	0	20000000750	50
5162	-4.75E-12	2013-12-14 23:00	0	20000000950	5e
5163	-3.25E-12	2013-12-14 23:00	0	20000000650	51
5164	-3.13E-12	2013-12-14 23:00	0	20000000625	24
5165	-5.88E-12	2013-12-14 23:00	0	20000001175	63
5166	-8.13E-12	2013-12-14 23:00	0	20000001625	34
5167	-3.38E-12	2013-12-14 23:01	0	20000000675	74
5168	-6.13E-12	2013-12-14 23:01	0	20000001225	30
5169	-1.13E-12	2013-12-14 23:01	0	20000000225	20
5170	-3.25E-12	2013-12-14 23:01	0	20000000650	51
5171	-8.75E-13	2013-12-14 23:01	0	20000000175	73
5172	6.25E-13	2013-12-14 23:01	0	19999999875	70
5173	-2.00E-12	2013-12-14 23:02	0	20000000400	3
5174	-1.63E-12	2013-12-14 23:02	0	20000000325	21
5175	-4.88E-12	2013-12-14 23:02	0	20000000975	7b
5176	-2.50E-12	2013-12-14 23:02	0	20000000500	2
5177	-2.38E-12	2013-12-14 23:02	0	20000000475	76
5178	-7.50E-13	2013-12-14 23:03	0	20000000150	56
5179	-1.00E-12	2013-12-14 23:03	0	20000000200	5
5180	-6.25E-13	2013-12-14 23:03	0	20000000125	23
5181	-5.38E-12	2013-12-14 23:03	0	20000001075	62
5182	-5.38E-12	2013-12-14 23:03	0	20000001075	62
5183	-7.38E-12	2013-12-14 23:03	0	20000001475	66
5184	-4.50E-12	2013-12-14 23:04	0	20000000900	0e
5185	3.63E-12	2013-12-14 23:04	0	19999999275	7a
5186	-3.38E-12	2013-12-14 23:04	0	20000000675	74
5187	-4.38E-12	2013-12-14 23:04	0	20000000875	7a
5188	-3.63E-12	2013-12-14 23:04	0	20000000725	25
5189	-1.13E-12	2013-12-14 23:04	0	20000000225	20
5190	-6.25E-13	2013-12-14 23:05	0	20000000125	23
5191	-3.50E-12	2013-12-14 23:05	0	20000000700	0
5192	1.13E-12	2013-12-14 23:05	0	19999999775	7f
5193	-5.50E-12	2013-12-14 23:05	0	20000001100	16
5194	-5.13E-12	2013-12-14 23:05	0	20000001025	32
5195	-2.63E-12	2013-12-14 23:05	0	20000000525	27
5196	-6.25E-13	2013-12-14 23:06	0	20000000125	23
5197	1.25E-12	2013-12-14 23:06	0	19999999750	5a
5198	-4.25E-12	2013-12-14 23:06	0	20000000850	5f
5199	-4.25E-12	2013-12-14 23:06	0	20000000850	5f
5200	-5.50E-12	2013-12-14 23:06	0	20000001100	16
5201	-1.75E-12	2013-12-14 23:06	0	20000000350	54
5202	-4.13E-12	2013-12-14 23:06	0	20000000825	2a
5203	-4.63E-12	2013-12-14 23:07	0	20000000925	2b
5204	-1.50E-12	2013-12-14 23:07	0	20000000300	4
5205	-5.00E-13	2013-12-14 23:07	0	20000000100	6
5206	-4.75E-12	2013-12-14 23:07	0	20000000950	5e
5207	-6.50E-12	2013-12-14 23:07	0	20000001300	14
5208	-2.75E-12	2013-12-14 23:07	0	20000000550	52
5209	-7.00E-12	2013-12-14 23:08	0	20000001400	13
5210	-2.88E-12	2013-12-14 23:08	0	20000000575	77
5211	-3.75E-12	2013-12-14 23:08	0	20000000750	50
5212	-1.75E-12	2013-12-14 23:08	0	20000000350	54
5213	-4.25E-12	2013-12-14 23:08	0	20000000850	5f
5214	-6.50E-12	2013-12-14 23:09	0	20000001300	14
5215	-4.75E-12	2013-12-14 23:09	0	20000000950	5e
5216	-8.75E-12	2013-12-14 23:09	0	20000001750	40
5217	-4.13E-12	2013-12-14 23:09	0	20000000825	2a
5218	-1.63E-12	2013-12-14 23:09	0	20000000325	21
5219	-4.50E-12	2013-12-14 23:09	0	20000000900	0e
5220	1.25E-13	2013-12-14 23:10	0	19999999975	71
5221	-3.25E-12	2013-12-14 23:10	0	20000000650	51
5222	-1.88E-12	2013-12-14 23:10	0	20000000375	71
5223	-2.00E-12	2013-12-14 23:10	0	20000000400	3
5224	5.00E-13	2013-12-14 23:10	0	19999999900	4
5225	-3.75E-12	2013-12-14 23:10	0	20000000750	50
5226	3.75E-13	2013-12-14 23:11	0	19999999925	21
5227	-3.63E-12	2013-12-14 23:11	0	20000000725	25
5228	-1.75E-12	2013-12-14 23:11	0	20000000350	54
5229	-2.50E-13	2013-12-14 23:11	0	20000000050	57
5230	-4.13E-12	2013-12-14 23:11	0	20000000825	2a
5231	-6.88E-12	2013-12-14 23:11	0	20000001375	61
5232	-3.13E-12	2013-12-14 23:12	0	20000000625	24
5233	-6.25E-13	2013-12-14 23:12	0	20000000125	23
5234	-6.25E-13	2013-12-14 23:12	0	20000000125	23
5235	-3.50E-12	2013-12-14 23:12	0	20000000700	0
5236	-4.88E-12	2013-12-14 23:12	0	20000000975	7b
5237	-3.00E-12	2013-12-14 23:12	0	20000000600	1
5238	-3.75E-12	2013-12-14 23:13	0	20000000750	50
5239	-5.00E-12	2013-12-14 23:13	0	20000001000	17
5240	-1.63E-12	2013-12-14 23:13	0	20000000325	21
5241	-3.88E-12	2013-12-14 23:13	0	20000000775	75
5242	-6.88E-12	2013-12-14 23:13	0	20000001375	61
5243	-7.25E-12	2013-12-14 23:13	0	20000001450	43
5244	-4.63E-12	2013-12-14 23:14	0	20000000925	2b
5245	-3.25E-12	2013-12-14 23:14	0	20000000650	51
5246	-2.38E-12	2013-12-14 23:14	0	20000000475	76
5247	-3.50E-12	2013-12-14 23:14	0	20000000700	0
5248	-1.25E-12	2013-12-14 23:14	0	20000000250	55
5249	-6.75E-12	2013-12-14 23:14	0	20000001350	44
5250	-2.50E-12	2013-12-14 23:14	0	20000000500	2
5251	-1.38E-12	2013-12-14 23:15	0	20000000275	70
5252	-4.88E-12	2013-12-14 23:15	0	20000000975	7b
5253	-1.88E-12	2013-12-14 23:15	0	20000000375	71
5254	-2.88E-12	2013-12-14 23:15	0	20000000575	77
5255	-2.13E-12	2013-12-14 23:15	0	20000000425	26
5256	-1.75E-12	2013-12-14 23:16	0	20000000350	54
5257	-2.88E-12	2013-12-14 23:16	0	20000000575	77
5258	-3.63E-12	2013-12-14 23:16	0	20000000725	25
5259	-4.38E-12	2013-12-14 23:16	0	20000000875	7a
5260	-2.50E-13	2013-12-14 23:16	0	20000000050	57
5261	-8.00E-12	2013-12-14 23:16	0	20000001600	11
5262	-4.25E-12	2013-12-14 23:17	0	20000000850	5f
5263	-4.00E-12	2013-12-14 23:17	0	20000000800	0f
5264	-4.25E-12	2013-12-14 23:17	0	20000000850	5f
5265	-8.75E-13	2013-12-14 23:17	0	20000000175	73
5266	-4.00E-12	2013-12-14 23:17	0	20000000800	0f
5267	-4.63E-12	2013-12-14 23:17	0	20000000925	2b
5268	-1.00E-12	2013-12-14 23:18	0	20000000200	5
5269	1.00E-12	2013-12-14 23:18	0	19999999800	5
5270	-2.25E-12	2013-12-14 23:18	0	20000000450	53
5271	-2.63E-12	2013-12-14 23:18	0	20000000525	27
5272	-6.38E-12	2013-12-14 23:18	0	20000001275	60
5273	-6.75E-12	2013-12-14 23:18	0	20000001350	44
5274	-5.50E-12	2013-12-14 23:19	0	20000001100	16
5275	-3.25E-12	2013-12-14 23:19	0	20000000650	51
5276	-1.63E-12	2013-12-14 23:19	0	20000000325	21
5277	-2.25E-12	2013-12-14 23:19	0	20000000450	53
5278	-5.88E-12	2013-12-14 23:19	0	20000001175	63
5279	-4.75E-12	2013-12-14 23:19	0	20000000950	5e
5280	-7.00E-12	2013-12-14 23:20	0	20000001400	13
5281	-1.50E-12	2013-12-14 23:20	0	20000000300	4
5282	-2.63E-12	2013-12-14 23:20	0	20000000525	27
5283	-5.00E-12	2013-12-14 23:20	0	20000001000	17
5284	5.00E-13	2013-12-14 23:20	0	19999999900	4
5285	-3.38E-12	2013-12-14 23:20	0	20000000675	74
5286	-3.63E-12	2013-12-14 23:21	0	20000000725	25
5287	-2.63E-12	2013-12-14 23:21	0	20000000525	27
5288	-3.38E-12	2013-12-14 23:21	0	20000000675	74
5289	-3.38E-12	2013-12-14 23:21	0	20000000675	74
5290	-3.00E-12	2013-12-14 23:21	0	20000000600	1
5291	-2.75E-12	2013-12-14 23:21	0	20000000550	52
5292	-1.25E-12	2013-12-14 23:21	0	20000000250	55
5293	-3.25E-12	2013-12-14 23:22	0	20000000650	51
5294	-2.13E-12	2013-12-14 23:22	0	20000000425	26
5295	1.00E-12	2013-12-14 23:22	0	19999999800	5
5296	-1.75E-12	2013-12-14 23:22	0	20000000350	54
5297	-4.75E-12	2013-12-14 23:22	0	20000000950	5e
5298	-1.13E-12	2013-12-14 23:23	0	20000000225	20
5299	-2.50E-12	2013-12-14 23:23	0	20000000500	2
5300	-3.25E-12	2013-12-14 23:23	0	20000000650	51
5301	-4.38E-12	2013-12-14 23:23	0	20000000875	7a
5302	-5.00E-13	2013-12-14 23:23	0	20000000100	6
5303	-7.63E-12	2013-12-14 23:23	0	20000001525	37
5304	-2.50E-13	2013-12-14 23:24	0	20000000050	57
5305	-4.13E-12	2013-12-14 23:24	0	20000000825	2a
5306	-3.00E-12	2013-12-14 23:24	0	20000000600	1
5307	-7.38E-12	2013-12-14 23:24	0	20000001475	66
5308	-8.75E-13	2013-12-14 23:24	0	20000000175	73
5309	2.00E-12	2013-12-14 23:24	0	19999999600	0b
5310	-2.75E-12	2013-12-14 23:25	0	20000000550	52
5311	-5.25E-12	2013-12-14 23:25	0	20000001050	47
5312	-3.38E-12	2013-12-14 23:25	0	20000000675	74
5313	3.25E-12	2013-12-14 23:25	0	19999999350	5e
5314	-1.88E-12	2013-12-14 23:25	0	20000000375	71
5315	-3.75E-13	2013-12-14 23:25	0	20000000075	72
5316	-5.75E-12	2013-12-14 23:26	0	20000001150	46
5317	-5.88E-12	2013-12-14 23:26	0	20000001175	63
5318	1.50E-12	2013-12-14 23:26	0	19999999700	0a
5319	-1.50E-12	2013-12-14 23:26	0	20000000300	4
5320	-7.50E-13	2013-12-14 23:26	0	20000000150	56
5321	-4.63E-12	2013-12-14 23:26	0	20000000925	2b
5322	-1.88E-12	2013-12-14 23:27	0	20000000375	71
5323	-4.50E-12	2013-12-14 23:27	0	20000000900	0e
5324	-4.38E-12	2013-12-14 23:27	0	20000000875	7a
5325	-3.75E-13	2013-12-14 23:27	0	20000000075	72
5326	-5.25E-12	2013-12-14 23:27	0	20000001050	47
5327	-2.00E-12	2013-12-14 23:27	0	20000000400	3
5328	-4.13E-12	2013-12-14 23:28	0	20000000825	2a
5329	-2.88E-12	2013-12-14 23:28	0	20000000575	77
5330	-2.25E-12	2013-12-14 23:28	0	20000000450	53
5331	6.25E-13	2013-12-14 23:28	0	19999999875	70
5332	-2.50E-12	2013-12-14 23:28	0	20000000500	2
5333	-4.50E-12	2013-12-14 23:28	0	20000000900	0e
5334	-5.25E-12	2013-12-14 23:29	0	20000001050	47
5335	-7.75E-12	2013-12-14 23:29	0	20000001550	42
5336	-5.00E-12	2013-12-14 23:29	0	20000001000	17
5337	-1.00E-12	2013-12-14 23:29	0	20000000200	5
5338	-8.75E-13	2013-12-14 23:29	0	20000000175	73
5339	-1.63E-12	2013-12-14 23:29	0	20000000325	21
5340	-1.25E-13	2013-12-14 23:30	0	20000000025	22
5341	-3.63E-12	2013-12-14 23:30	0	20000000725	25
5342	-2.50E-12	2013-12-14 23:30	0	20000000500	2
5343	-4.38E-12	2013-12-14 23:30	0	20000000875	7a
5344	-3.00E-12	2013-12-14 23:30	0	20000000600	1
5345	-3.88E-12	2013-12-14 23:30	0	20000000775	75
5346	-5.38E-12	2013-12-14 23:31	0	20000001075	62
5347	-8.75E-13	2013-12-14 23:31	0	20000000175	73
5348	-7.50E-12	2013-12-14 23:31	0	20000001500	12
5349	-5.88E-12	2013-12-14 23:31	0	20000001175	63
5350	-3.63E-12	2013-12-14 23:31	0	20000000725	25
5351	-3.50E-12	2013-12-14 23:31	0	20000000700	0
5352	-7.50E-12	2013-12-14 23:32	0	20000001500	12
5353	-3.75E-13	2013-12-14 23:32	0	20000000075	72
5354	-5.00E-13	2013-12-14 23:32	0	20000000100	6
5355	-1.88E-12	2013-12-14 23:32	0	20000000375	71
5356	-3.63E-12	2013-12-14 23:32	0	20000000725	25
5357	-1.88E-12	2013-12-14 23:32	0	20000000375	71
5358	-3.13E-12	2013-12-14 23:33	0	20000000625	24
5359	-1.88E-12	2013-12-14 23:33	0	20000000375	71
5360	-2.00E-12	2013-12-14 23:33	0	20000000400	3
5361	-2.75E-12	2013-12-14 23:33	0	20000000550	52
5362	-5.63E-12	2013-12-14 23:33	0	20000001125	33
5363	-3.13E-12	2013-12-14 23:33	0	20000000625	24
5364	-5.63E-12	2013-12-14 23:34	0	20000001125	33
5365	-1.25E-13	2013-12-14 23:34	0	20000000025	22
5366	-3.75E-12	2013-12-14 23:34	0	20000000750	50
5367	-2.75E-12	2013-12-14 23:34	0	20000000550	52
5368	-3.25E-12	2013-12-14 23:34	0	20000000650	51
5369	-1.25E-13	2013-12-14 23:34	0	20000000025	22
5370	-2.63E-12	2013-12-14 23:35	0	20000000525	27
5371	-1.50E-12	2013-12-14 23:35	0	20000000300	4
5372	-6.25E-13	2013-12-14 23:35	0	20000000125	23
5373	-1.75E-12	2013-12-14 23:35	0	20000000350	54
5374	-8.00E-12	2013-12-14 23:35	0	20000001600	11
5375	-2.00E-12	2013-12-14 23:35	0	20000000400	3
5376	8.75E-13	2013-12-14 23:36	0	19999999825	20
5377	-2.50E-12	2013-12-14 23:36	0	20000000500	2
5378	-5.13E-12	2013-12-14 23:36	0	20000001025	32
5379	2.00E-12	2013-12-14 23:36	0	19999999600	0b
5380	-2.75E-12	2013-12-14 23:36	0	20000000550	52
5381	-2.50E-12	2013-12-14 23:36	0	20000000500	2
5382	-2.63E-12	2013-12-14 23:37	0	20000000525	27
5383	-5.38E-12	2013-12-14 23:37	0	20000001075	62
5384	-4.38E-12	2013-12-14 23:37	0	20000000875	7a
5385	-7.25E-12	2013-12-14 23:37	0	20000001450	43
5386	-3.75E-12	2013-12-14 23:37	0	20000000750	50
5387	-1.00E-12	2013-12-14 23:37	0	20000000200	5
5388	-6.13E-12	2013-12-14 23:38	0	20000001225	30
5389	-3.75E-12	2013-12-14 23:38	0	20000000750	50
5390	-3.13E-12	2013-12-14 23:38	0	20000000625	24
5391	-3.63E-12	2013-12-14 23:38	0	20000000725	25
5392	-5.75E-12	2013-12-14 23:38	0	20000001150	46
5393	-6.00E-12	2013-12-14 23:38	0	20000001200	15
5394	-6.25E-12	2013-12-14 23:39	0	20000001250	45
5395	-2.25E-12	2013-12-14 23:39	0	20000000450	53
5396	-4.50E-12	2013-12-14 23:39	0	20000000900	0e
5397	5.00E-13	2013-12-14 23:39	0	19999999900	4
5398	-3.88E-12	2013-12-14 23:39	0	20000000775	75
5399	-4.63E-12	2013-12-14 23:39	0	20000000925	2b
5400	-5.13E-12	2013-12-14 23:40	0	20000001025	32
5401	-4.88E-12	2013-12-14 23:40	0	20000000975	7b
5402	-2.75E-12	2013-12-14 23:40	0	20000000550	52
5403	-5.25E-12	2013-12-14 23:40	0	20000001050	47
5404	-2.75E-12	2013-12-14 23:40	0	20000000550	52
5405	2.50E-13	2013-12-14 23:40	0	19999999950	54
5406	-4.38E-12	2013-12-14 23:41	0	20000000875	7a
5407	-3.25E-12	2013-12-14 23:41	0	20000000650	51
5408	-2.50E-12	2013-12-14 23:41	0	20000000500	2
5409	-7.50E-13	2013-12-14 23:41	0	20000000150	56
5410	-7.50E-13	2013-12-14 23:41	0	20000000150	56
5411	-4.63E-12	2013-12-14 23:41	0	20000000925	2b
5412	-2.38E-12	2013-12-14 23:42	0	20000000475	76
5413	-3.25E-12	2013-12-14 23:42	0	20000000650	51
5414	-6.25E-13	2013-12-14 23:42	0	20000000125	23
5415	-6.38E-12	2013-12-14 23:42	0	20000001275	60
5416	-3.88E-12	2013-12-14 23:42	0	20000000775	75
5417	-3.38E-12	2013-12-14 23:42	0	20000000675	74
5418	-1.00E-12	2013-12-14 23:43	0	20000000200	5
5419	-4.75E-12	2013-12-14 23:43	0	20000000950	5e
5420	-3.75E-12	2013-12-14 23:43	0	20000000750	50
5421	-4.63E-12	2013-12-14 23:43	0	20000000925	2b
5422	5.00E-14	2013-12-14 23:43	0	20000000000	7
5423	-1.88E-12	2013-12-14 23:43	0	20000000375	71
5424	-2.13E-12	2013-12-14 23:44	0	20000000425	26
5425	-3.00E-12	2013-12-14 23:44	0	20000000600	1
5426	-2.25E-12	2013-12-14 23:44	0	20000000450	53
5427	-5.63E-12	2013-12-14 23:44	0	20000001125	33
5428	-3.50E-12	2013-12-14 23:44	0	20000000700	0
5429	-6.38E-12	2013-12-14 23:44	0	20000001275	60
5430	-5.38E-12	2013-12-14 23:45	0	20000001075	62
5431	-6.63E-12	2013-12-14 23:45	0	20000001325	31
5432	-5.38E-12	2013-12-14 23:45	0	20000001075	62
5433	-4.63E-12	2013-12-14 23:45	0	20000000925	2b
5434	-5.38E-12	2013-12-14 23:45	0	20000001075	62
5435	-4.50E-12	2013-12-14 23:45	0	20000000900	0e
5436	-2.00E-12	2013-12-14 23:46	0	20000000400	3
5437	-5.88E-12	2013-12-14 23:46	0	20000001175	63
5438	-5.38E-12	2013-12-14 23:46	0	20000001075	62
5439	-4.13E-12	2013-12-14 23:46	0	20000000825	2a
5440	-7.63E-12	2013-12-14 23:46	0	20000001525	37
