序号	频率准确度	测试时间			
12715	-8.75E-13	2013-12-15 20:12	0	20000000175	73
12716	8.75E-13	2013-12-15 20:12	0	19999999825	20
12717	-1.00E-12	2013-12-15 20:12	0	20000000200	5
12718	-1.38E-12	2013-12-15 20:12	0	20000000275	70
12719	2.00E-12	2013-12-15 20:13	0	19999999600	0b
12720	2.50E-12	2013-12-15 20:13	0	19999999500	8
12721	-1.50E-12	2013-12-15 20:13	0	20000000300	4
12722	-8.75E-13	2013-12-15 20:13	0	20000000175	73
12723	3.63E-12	2013-12-15 20:13	0	19999999275	7a
12724	2.75E-12	2013-12-15 20:13	0	19999999450	59
12725	-2.75E-12	2013-12-15 20:14	0	20000000550	52
12726	3.25E-12	2013-12-15 20:14	0	19999999350	5e
12727	2.13E-12	2013-12-15 20:14	0	19999999575	7d
12728	-8.75E-13	2013-12-15 20:14	0	20000000175	73
12729	1.00E-12	2013-12-15 20:14	0	19999999800	5
12730	1.25E-12	2013-12-15 20:14	0	19999999750	5a
12731	-1.75E-12	2013-12-15 20:15	0	20000000350	54
12732	1.63E-12	2013-12-15 20:15	0	19999999675	7e
12733	-2.13E-12	2013-12-15 20:15	0	20000000425	26
12734	2.00E-12	2013-12-15 20:15	0	19999999600	0b
12735	-5.00E-14	2013-12-15 20:15	0	20000000000	7
12736	2.25E-12	2013-12-15 20:15	0	19999999550	58
12737	-3.75E-13	2013-12-15 20:16	0	20000000075	72
12738	-3.75E-13	2013-12-15 20:16	0	20000000075	72
12739	1.50E-12	2013-12-15 20:16	0	19999999700	0a
12740	1.25E-13	2013-12-15 20:16	0	19999999975	71
12741	-4.00E-12	2013-12-15 20:16	0	20000000800	0f
12742	3.38E-12	2013-12-15 20:17	0	19999999325	2b
12743	-1.25E-12	2013-12-15 20:17	0	20000000250	55
12744	-2.38E-12	2013-12-15 20:17	0	20000000475	76
12745	-1.88E-12	2013-12-15 20:17	0	20000000375	71
12746	-2.50E-13	2013-12-15 20:17	0	20000000050	57
12747	-1.63E-12	2013-12-15 20:17	0	20000000325	21
12748	-2.50E-13	2013-12-15 20:18	0	20000000050	57
12749	-2.38E-12	2013-12-15 20:18	0	20000000475	76
12750	-3.75E-13	2013-12-15 20:18	0	20000000075	72
12751	5.00E-13	2013-12-15 20:18	0	19999999900	4
12752	-7.50E-13	2013-12-15 20:18	0	20000000150	56
12753	2.88E-12	2013-12-15 20:19	0	19999999425	2c
12754	-4.25E-12	2013-12-15 20:19	0	20000000850	5f
12755	1.00E-12	2013-12-15 20:19	0	19999999800	5
12756	-1.88E-12	2013-12-15 20:19	0	20000000375	71
12757	4.00E-12	2013-12-15 20:19	0	19999999200	0f
12758	2.38E-12	2013-12-15 20:19	0	19999999525	2d
12759	5.00E-14	2013-12-15 20:20	0	20000000000	7
12760	2.00E-12	2013-12-15 20:20	0	19999999600	0b
12761	-2.00E-12	2013-12-15 20:20	0	20000000400	3
12762	1.13E-12	2013-12-15 20:20	0	19999999775	7f
12763	-1.75E-12	2013-12-15 20:20	0	20000000350	54
12764	2.50E-12	2013-12-15 20:20	0	19999999500	8
12765	-2.38E-12	2013-12-15 20:21	0	20000000475	76
12766	1.00E-12	2013-12-15 20:21	0	19999999800	5
12767	-1.38E-12	2013-12-15 20:21	0	20000000275	70
12768	-2.50E-13	2013-12-15 20:21	0	20000000050	57
12769	3.13E-12	2013-12-15 20:21	0	19999999375	7b
12770	2.13E-12	2013-12-15 20:21	0	19999999575	7d
12771	6.25E-12	2013-12-15 20:22	0	19999998750	4a
12772	7.50E-13	2013-12-15 20:22	0	19999999850	55
12773	5.00E-13	2013-12-15 20:22	0	19999999900	4
12774	2.50E-12	2013-12-15 20:22	0	19999999500	8
12775	-1.25E-13	2013-12-15 20:22	0	20000000025	22
12776	1.00E-12	2013-12-15 20:23	0	19999999800	5
12777	-2.50E-13	2013-12-15 20:23	0	20000000050	57
12778	-2.25E-12	2013-12-15 20:23	0	20000000450	53
12779	5.00E-13	2013-12-15 20:23	0	19999999900	4
12780	1.88E-12	2013-12-15 20:23	0	19999999625	2e
12781	1.38E-12	2013-12-15 20:23	0	19999999725	2f
12782	3.75E-13	2013-12-15 20:24	0	19999999925	21
12783	4.38E-12	2013-12-15 20:24	0	19999999125	29
12784	-1.63E-12	2013-12-15 20:24	0	20000000325	21
12785	-2.13E-12	2013-12-15 20:24	0	20000000425	26
12786	-2.75E-12	2013-12-15 20:24	0	20000000550	52
12787	-6.25E-13	2013-12-15 20:24	0	20000000125	23
12788	3.25E-12	2013-12-15 20:25	0	19999999350	5e
12789	-1.63E-12	2013-12-15 20:25	0	20000000325	21
12790	5.00E-14	2013-12-15 20:25	0	20000000000	7
12791	5.00E-13	2013-12-15 20:25	0	19999999900	4
12792	-2.00E-12	2013-12-15 20:25	0	20000000400	3
12793	-3.50E-12	2013-12-15 20:25	0	20000000700	0
12794	-3.75E-13	2013-12-15 20:26	0	20000000075	72
12795	1.25E-12	2013-12-15 20:26	0	19999999750	5a
12796	-2.00E-12	2013-12-15 20:26	0	20000000400	3
12797	8.75E-13	2013-12-15 20:26	0	19999999825	20
12798	-6.25E-13	2013-12-15 20:26	0	20000000125	23
12799	-5.00E-13	2013-12-15 20:26	0	20000000100	6
12800	2.50E-12	2013-12-15 20:27	0	19999999500	8
12801	-1.75E-12	2013-12-15 20:27	0	20000000350	54
12802	2.13E-12	2013-12-15 20:27	0	19999999575	7d
12803	-1.75E-12	2013-12-15 20:27	0	20000000350	54
12804	-7.50E-13	2013-12-15 20:27	0	20000000150	56
12805	-1.63E-12	2013-12-15 20:27	0	20000000325	21
12806	-3.63E-12	2013-12-15 20:28	0	20000000725	25
12807	-3.50E-12	2013-12-15 20:28	0	20000000700	0
12808	-1.25E-13	2013-12-15 20:28	0	20000000025	22
12809	-1.00E-12	2013-12-15 20:28	0	20000000200	5
12810	-1.75E-12	2013-12-15 20:28	0	20000000350	54
12811	4.13E-12	2013-12-15 20:28	0	19999999175	79
12812	-6.25E-13	2013-12-15 20:29	0	20000000125	23
12813	-3.75E-13	2013-12-15 20:29	0	20000000075	72
12814	1.63E-12	2013-12-15 20:29	0	19999999675	7e
12815	-1.25E-13	2013-12-15 20:29	0	20000000025	22
12816	-5.00E-13	2013-12-15 20:29	0	20000000100	6
12817	5.00E-13	2013-12-15 20:29	0	19999999900	4
12818	-1.13E-12	2013-12-15 20:30	0	20000000225	20
12819	2.50E-12	2013-12-15 20:30	0	19999999500	8
12820	-7.50E-13	2013-12-15 20:30	0	20000000150	56
12821	4.25E-12	2013-12-15 20:30	0	19999999150	5c
12822	2.00E-12	2013-12-15 20:30	0	19999999600	0b
12823	3.25E-12	2013-12-15 20:30	0	19999999350	5e
12824	-1.38E-12	2013-12-15 20:31	0	20000000275	70
12825	-3.75E-13	2013-12-15 20:31	0	20000000075	72
12826	-1.25E-12	2013-12-15 20:31	0	20000000250	55
12827	-3.25E-12	2013-12-15 20:31	0	20000000650	51
12828	-2.38E-12	2013-12-15 20:31	0	20000000475	76
12829	3.00E-12	2013-12-15 20:31	0	19999999400	9
12830	-1.50E-12	2013-12-15 20:32	0	20000000300	4
12831	-3.00E-12	2013-12-15 20:32	0	20000000600	1
12832	-3.38E-12	2013-12-15 20:32	0	20000000675	74
12833	1.25E-12	2013-12-15 20:32	0	19999999750	5a
12834	-6.25E-13	2013-12-15 20:32	0	20000000125	23
12835	5.00E-13	2013-12-15 20:32	0	19999999900	4
12836	6.25E-13	2013-12-15 20:33	0	19999999875	70
12837	3.63E-12	2013-12-15 20:33	0	19999999275	7a
12838	-2.13E-12	2013-12-15 20:33	0	20000000425	26
12839	1.63E-12	2013-12-15 20:33	0	19999999675	7e
12840	1.00E-12	2013-12-15 20:33	0	19999999800	5
12841	-1.75E-12	2013-12-15 20:33	0	20000000350	54
12842	-1.25E-12	2013-12-15 20:34	0	20000000250	55
12843	-3.38E-12	2013-12-15 20:34	0	20000000675	74
12844	-2.25E-12	2013-12-15 20:34	0	20000000450	53
12845	8.75E-13	2013-12-15 20:34	0	19999999825	20
12846	1.25E-12	2013-12-15 20:34	0	19999999750	5a
12847	-1.13E-12	2013-12-15 20:34	0	20000000225	20
12848	2.50E-13	2013-12-15 20:35	0	19999999950	54
12849	-6.25E-13	2013-12-15 20:35	0	20000000125	23
12850	-3.75E-13	2013-12-15 20:35	0	20000000075	72
12851	-2.50E-13	2013-12-15 20:35	0	20000000050	57
12852	-1.38E-12	2013-12-15 20:35	0	20000000275	70
12853	3.13E-12	2013-12-15 20:35	0	19999999375	7b
12854	-5.00E-14	2013-12-15 20:36	0	20000000000	7
12855	-5.00E-14	2013-12-15 20:36	0	20000000000	7
12856	-3.25E-12	2013-12-15 20:36	0	20000000650	51
12857	3.50E-12	2013-12-15 20:36	0	19999999300	0e
12858	1.25E-12	2013-12-15 20:36	0	19999999750	5a
12859	-1.13E-12	2013-12-15 20:37	0	20000000225	20
12860	-2.00E-12	2013-12-15 20:37	0	20000000400	3
12861	-7.50E-13	2013-12-15 20:37	0	20000000150	56
12862	3.50E-12	2013-12-15 20:37	0	19999999300	0e
12863	-5.00E-13	2013-12-15 20:37	0	20000000100	6
12864	-6.25E-13	2013-12-15 20:37	0	20000000125	23
12865	3.38E-12	2013-12-15 20:38	0	19999999325	2b
12866	-1.00E-12	2013-12-15 20:38	0	20000000200	5
12867	-1.25E-12	2013-12-15 20:38	0	20000000250	55
12868	1.00E-12	2013-12-15 20:38	0	19999999800	5
12869	-5.00E-13	2013-12-15 20:38	0	20000000100	6
12870	-3.00E-12	2013-12-15 20:38	0	20000000600	1
12871	-1.50E-12	2013-12-15 20:39	0	20000000300	4
12872	-1.63E-12	2013-12-15 20:39	0	20000000325	21
12873	1.25E-12	2013-12-15 20:39	0	19999999750	5a
12874	-4.00E-12	2013-12-15 20:39	0	20000000800	0f
12875	3.75E-12	2013-12-15 20:39	0	19999999250	5f
12876	-2.50E-13	2013-12-15 20:39	0	20000000050	57
12877	7.50E-13	2013-12-15 20:40	0	19999999850	55
12878	-3.75E-13	2013-12-15 20:40	0	20000000075	72
12879	-2.38E-12	2013-12-15 20:40	0	20000000475	76
12880	-6.25E-13	2013-12-15 20:40	0	20000000125	23
12881	-1.25E-13	2013-12-15 20:40	0	20000000025	22
12882	-2.50E-13	2013-12-15 20:41	0	20000000050	57
12883	2.00E-12	2013-12-15 20:41	0	19999999600	0b
12884	-8.75E-13	2013-12-15 20:41	0	20000000175	73
12885	6.25E-13	2013-12-15 20:41	0	19999999875	70
12886	-4.63E-12	2013-12-15 20:41	0	20000000925	2b
12887	-2.00E-12	2013-12-15 20:41	0	20000000400	3
12888	-7.50E-13	2013-12-15 20:42	0	20000000150	56
12889	1.25E-12	2013-12-15 20:42	0	19999999750	5a
12890	2.50E-12	2013-12-15 20:42	0	19999999500	8
12891	-3.50E-12	2013-12-15 20:42	0	20000000700	0
12892	2.25E-12	2013-12-15 20:42	0	19999999550	58
12893	3.63E-12	2013-12-15 20:42	0	19999999275	7a
12894	5.00E-13	2013-12-15 20:43	0	19999999900	4
12895	-1.13E-12	2013-12-15 20:43	0	20000000225	20
12896	-2.50E-13	2013-12-15 20:43	0	20000000050	57
12897	-1.25E-13	2013-12-15 20:43	0	20000000025	22
12898	-3.13E-12	2013-12-15 20:43	0	20000000625	24
12899	-5.00E-14	2013-12-15 20:43	0	20000000000	7
12900	-2.50E-13	2013-12-15 20:44	0	20000000050	57
12901	-2.50E-12	2013-12-15 20:44	0	20000000500	2
12902	2.13E-12	2013-12-15 20:44	0	19999999575	7d
12903	1.00E-12	2013-12-15 20:44	0	19999999800	5
12904	1.13E-12	2013-12-15 20:44	0	19999999775	7f
12905	-1.38E-12	2013-12-15 20:44	0	20000000275	70
12906	-3.38E-12	2013-12-15 20:45	0	20000000675	74
12907	-1.75E-12	2013-12-15 20:45	0	20000000350	54
12908	-2.00E-12	2013-12-15 20:45	0	20000000400	3
12909	2.00E-12	2013-12-15 20:45	0	19999999600	0b
12910	-1.38E-12	2013-12-15 20:45	0	20000000275	70
12911	1.38E-12	2013-12-15 20:45	0	19999999725	2f
12912	-1.00E-12	2013-12-15 20:46	0	20000000200	5
12913	-1.50E-12	2013-12-15 20:46	0	20000000300	4
12914	6.25E-13	2013-12-15 20:46	0	19999999875	70
12915	-1.25E-12	2013-12-15 20:46	0	20000000250	55
12916	-1.25E-12	2013-12-15 20:46	0	20000000250	55
12917	-7.50E-13	2013-12-15 20:47	0	20000000150	56
12918	-1.25E-13	2013-12-15 20:47	0	20000000025	22
12919	-3.63E-12	2013-12-15 20:47	0	20000000725	25
12920	7.50E-13	2013-12-15 20:47	0	19999999850	55
12921	4.13E-12	2013-12-15 20:47	0	19999999175	79
12922	2.25E-12	2013-12-15 20:47	0	19999999550	58
12923	1.25E-12	2013-12-15 20:48	0	19999999750	5a
12924	2.50E-12	2013-12-15 20:48	0	19999999500	8
12925	-4.13E-12	2013-12-15 20:48	0	20000000825	2a
12926	6.25E-13	2013-12-15 20:48	0	19999999875	70
12927	-5.00E-13	2013-12-15 20:48	0	20000000100	6
12928	3.75E-13	2013-12-15 20:48	0	19999999925	21
12929	1.13E-12	2013-12-15 20:49	0	19999999775	7f
12930	-2.63E-12	2013-12-15 20:49	0	20000000525	27
12931	-1.50E-12	2013-12-15 20:49	0	20000000300	4
12932	3.75E-12	2013-12-15 20:49	0	19999999250	5f
12933	-3.25E-12	2013-12-15 20:49	0	20000000650	51
12934	1.13E-12	2013-12-15 20:49	0	19999999775	7f
12935	5.00E-14	2013-12-15 20:50	0	20000000000	7
12936	-2.50E-13	2013-12-15 20:50	0	20000000050	57
12937	5.00E-13	2013-12-15 20:50	0	19999999900	4
12938	-2.00E-12	2013-12-15 20:50	0	20000000400	3
12939	-3.50E-12	2013-12-15 20:50	0	20000000700	0
12940	-1.25E-13	2013-12-15 20:50	0	20000000025	22
12941	-2.50E-13	2013-12-15 20:51	0	20000000050	57
12942	2.50E-12	2013-12-15 20:51	0	19999999500	8
12943	-1.13E-12	2013-12-15 20:51	0	20000000225	20
12944	-3.38E-12	2013-12-15 20:51	0	20000000675	74
12945	2.88E-12	2013-12-15 20:51	0	19999999425	2c
12946	-3.50E-12	2013-12-15 20:51	0	20000000700	0
12947	4.13E-12	2013-12-15 20:52	0	19999999175	79
12948	-1.75E-12	2013-12-15 20:52	0	20000000350	54
12949	-1.13E-12	2013-12-15 20:52	0	20000000225	20
12950	1.63E-12	2013-12-15 20:52	0	19999999675	7e
12951	-3.75E-13	2013-12-15 20:52	0	20000000075	72
12952	-2.38E-12	2013-12-15 20:52	0	20000000475	76
12953	1.88E-12	2013-12-15 20:53	0	19999999625	2e
12954	6.25E-13	2013-12-15 20:53	0	19999999875	70
12955	-1.38E-12	2013-12-15 20:53	0	20000000275	70
12956	-2.38E-12	2013-12-15 20:53	0	20000000475	76
12957	-2.50E-12	2013-12-15 20:53	0	20000000500	2
12958	-3.50E-12	2013-12-15 20:53	0	20000000700	0
12959	-1.38E-12	2013-12-15 20:54	0	20000000275	70
12960	-1.00E-12	2013-12-15 20:54	0	20000000200	5
12961	-2.13E-12	2013-12-15 20:54	0	20000000425	26
12962	-3.88E-12	2013-12-15 20:54	0	20000000775	75
12963	-1.50E-12	2013-12-15 20:54	0	20000000300	4
12964	-1.13E-12	2013-12-15 20:54	0	20000000225	20
12965	1.25E-12	2013-12-15 20:55	0	19999999750	5a
12966	3.75E-13	2013-12-15 20:55	0	19999999925	21
12967	-7.50E-13	2013-12-15 20:55	0	20000000150	56
12968	-7.50E-13	2013-12-15 20:55	0	20000000150	56
12969	-2.50E-13	2013-12-15 20:55	0	20000000050	57
12970	3.38E-12	2013-12-15 20:56	0	19999999325	2b
12971	-1.88E-12	2013-12-15 20:56	0	20000000375	71
12972	1.13E-12	2013-12-15 20:56	0	19999999775	7f
12973	2.75E-12	2013-12-15 20:56	0	19999999450	59
12974	5.00E-13	2013-12-15 20:56	0	19999999900	4
12975	1.38E-12	2013-12-15 20:56	0	19999999725	2f
12976	-2.13E-12	2013-12-15 20:57	0	20000000425	26
12977	2.25E-12	2013-12-15 20:57	0	19999999550	58
12978	1.50E-12	2013-12-15 20:57	0	19999999700	0a
12979	-2.63E-12	2013-12-15 20:57	0	20000000525	27
12980	-1.63E-12	2013-12-15 20:57	0	20000000325	21
12981	2.13E-12	2013-12-15 20:57	0	19999999575	7d
12982	3.75E-13	2013-12-15 20:58	0	19999999925	21
12983	-2.50E-12	2013-12-15 20:58	0	20000000500	2
12984	-2.13E-12	2013-12-15 20:58	0	20000000425	26
12985	-3.38E-12	2013-12-15 20:58	0	20000000675	74
12986	2.25E-12	2013-12-15 20:58	0	19999999550	58
12987	-8.75E-13	2013-12-15 20:58	0	20000000175	73
12988	-1.75E-12	2013-12-15 20:59	0	20000000350	54
12989	3.75E-12	2013-12-15 20:59	0	19999999250	5f
12990	8.75E-13	2013-12-15 20:59	0	19999999825	20
12991	-7.50E-13	2013-12-15 20:59	0	20000000150	56
12992	-1.63E-12	2013-12-15 20:59	0	20000000325	21
12993	3.00E-12	2013-12-15 20:59	0	19999999400	9
12994	-3.38E-12	2013-12-15 21:00	0	20000000675	74
12995	-1.88E-12	2013-12-15 21:00	0	20000000375	71
12996	1.25E-12	2013-12-15 21:00	0	19999999750	5a
12997	-1.50E-12	2013-12-15 21:00	0	20000000300	4
12998	-1.25E-12	2013-12-15 21:00	0	20000000250	55
12999	1.38E-12	2013-12-15 21:01	0	19999999725	2f
13000	3.75E-13	2013-12-15 21:01	0	19999999925	21
13001	2.25E-12	2013-12-15 21:01	0	19999999550	58
13002	-1.25E-12	2013-12-15 21:01	0	20000000250	55
13003	3.50E-12	2013-12-15 21:01	0	19999999300	0e
13004	-1.50E-12	2013-12-15 21:01	0	20000000300	4
13005	1.38E-12	2013-12-15 21:02	0	19999999725	2f
13006	2.13E-12	2013-12-15 21:02	0	19999999575	7d
13007	-8.75E-13	2013-12-15 21:02	0	20000000175	73
13008	-1.00E-12	2013-12-15 21:02	0	20000000200	5
13009	-1.75E-12	2013-12-15 21:02	0	20000000350	54
13010	7.50E-13	2013-12-15 21:02	0	19999999850	55
13011	3.75E-13	2013-12-15 21:03	0	19999999925	21
13012	2.00E-12	2013-12-15 21:03	0	19999999600	0b
13013	-3.00E-12	2013-12-15 21:03	0	20000000600	1
13014	-1.75E-12	2013-12-15 21:03	0	20000000350	54
13015	-6.25E-13	2013-12-15 21:03	0	20000000125	23
13016	6.25E-13	2013-12-15 21:03	0	19999999875	70
13017	5.00E-14	2013-12-15 21:04	0	20000000000	7
13018	3.88E-12	2013-12-15 21:04	0	19999999225	2a
13019	2.13E-12	2013-12-15 21:04	0	19999999575	7d
13020	-2.88E-12	2013-12-15 21:04	0	20000000575	77
13021	-2.50E-13	2013-12-15 21:04	0	20000000050	57
13022	-1.88E-12	2013-12-15 21:04	0	20000000375	71
13023	1.13E-12	2013-12-15 21:05	0	19999999775	7f
13024	1.25E-13	2013-12-15 21:05	0	19999999975	71
13025	-2.50E-13	2013-12-15 21:05	0	20000000050	57
13026	3.38E-12	2013-12-15 21:05	0	19999999325	2b
13027	-1.25E-13	2013-12-15 21:05	0	20000000025	22
13028	-1.50E-12	2013-12-15 21:05	0	20000000300	4
13029	2.50E-13	2013-12-15 21:06	0	19999999950	54
13030	-2.00E-12	2013-12-15 21:06	0	20000000400	3
13031	3.75E-12	2013-12-15 21:06	0	19999999250	5f
13032	-7.50E-13	2013-12-15 21:06	0	20000000150	56
13033	1.25E-13	2013-12-15 21:06	0	19999999975	71
13034	1.00E-12	2013-12-15 21:06	0	19999999800	5
13035	-2.00E-12	2013-12-15 21:07	0	20000000400	3
13036	-3.75E-13	2013-12-15 21:07	0	20000000075	72
13037	-1.25E-13	2013-12-15 21:07	0	20000000025	22
13038	-3.50E-12	2013-12-15 21:07	0	20000000700	0
13039	2.88E-12	2013-12-15 21:07	0	19999999425	2c
13040	2.88E-12	2013-12-15 21:07	0	19999999425	2c
13041	1.00E-12	2013-12-15 21:08	0	19999999800	5
13042	-2.63E-12	2013-12-15 21:08	0	20000000525	27
13043	3.75E-13	2013-12-15 21:08	0	19999999925	21
13044	-1.38E-12	2013-12-15 21:08	0	20000000275	70
13045	-7.50E-13	2013-12-15 21:08	0	20000000150	56
13046	-1.75E-12	2013-12-15 21:09	0	20000000350	54
13047	2.50E-12	2013-12-15 21:09	0	19999999500	8
13048	-2.13E-12	2013-12-15 21:09	0	20000000425	26
13049	1.00E-12	2013-12-15 21:09	0	19999999800	5
13050	5.00E-13	2013-12-15 21:09	0	19999999900	4
13051	-3.13E-12	2013-12-15 21:09	0	20000000625	24
13052	3.75E-13	2013-12-15 21:10	0	19999999925	21
13053	3.38E-12	2013-12-15 21:10	0	19999999325	2b
13054	3.13E-12	2013-12-15 21:10	0	19999999375	7b
13055	4.13E-12	2013-12-15 21:10	0	19999999175	79
13056	-1.25E-12	2013-12-15 21:10	0	20000000250	55
13057	-1.38E-12	2013-12-15 21:10	0	20000000275	70
13058	2.50E-12	2013-12-15 21:11	0	19999999500	8
13059	4.50E-12	2013-12-15 21:11	0	19999999100	0c
13060	-2.63E-12	2013-12-15 21:11	0	20000000525	27
13061	-2.00E-12	2013-12-15 21:11	0	20000000400	3
13062	-8.75E-13	2013-12-15 21:11	0	20000000175	73
13063	-1.63E-12	2013-12-15 21:12	0	20000000325	21
13064	-1.00E-12	2013-12-15 21:12	0	20000000200	5
13065	-5.00E-13	2013-12-15 21:12	0	20000000100	6
13066	2.75E-12	2013-12-15 21:12	0	19999999450	59
13067	-2.63E-12	2013-12-15 21:12	0	20000000525	27
13068	6.25E-13	2013-12-15 21:12	0	19999999875	70
13069	2.38E-12	2013-12-15 21:13	0	19999999525	2d
13070	2.88E-12	2013-12-15 21:13	0	19999999425	2c
13071	5.00E-13	2013-12-15 21:13	0	19999999900	4
13072	2.63E-12	2013-12-15 21:13	0	19999999475	7c
13073	2.63E-12	2013-12-15 21:13	0	19999999475	7c
13074	2.38E-12	2013-12-15 21:13	0	19999999525	2d
13075	-5.13E-12	2013-12-15 21:14	0	20000001025	32
13076	-1.25E-12	2013-12-15 21:14	0	20000000250	55
13077	3.75E-12	2013-12-15 21:14	0	19999999250	5f
13078	-1.50E-12	2013-12-15 21:14	0	20000000300	4
13079	-5.63E-12	2013-12-15 21:14	0	20000001125	33
13080	1.38E-12	2013-12-15 21:14	0	19999999725	2f
13081	-1.13E-12	2013-12-15 21:15	0	20000000225	20
13082	5.00E-13	2013-12-15 21:15	0	19999999900	4
13083	3.75E-12	2013-12-15 21:15	0	19999999250	5f
13084	1.00E-12	2013-12-15 21:15	0	19999999800	5
13085	2.50E-12	2013-12-15 21:15	0	19999999500	8
13086	1.13E-12	2013-12-15 21:15	0	19999999775	7f
13087	2.38E-12	2013-12-15 21:16	0	19999999525	2d
13088	1.25E-12	2013-12-15 21:16	0	19999999750	5a
13089	7.50E-13	2013-12-15 21:16	0	19999999850	55
13090	-2.00E-12	2013-12-15 21:16	0	20000000400	3
13091	1.00E-12	2013-12-15 21:16	0	19999999800	5
13092	-5.00E-13	2013-12-15 21:16	0	20000000100	6
13093	1.13E-12	2013-12-15 21:17	0	19999999775	7f
13094	-1.63E-12	2013-12-15 21:17	0	20000000325	21
13095	1.50E-12	2013-12-15 21:17	0	19999999700	0a
13096	-6.25E-13	2013-12-15 21:17	0	20000000125	23
13097	1.50E-12	2013-12-15 21:17	0	19999999700	0a
13098	6.25E-12	2013-12-15 21:17	0	19999998750	4a
13099	-4.00E-12	2013-12-15 21:18	0	20000000800	0f
13100	-5.00E-13	2013-12-15 21:18	0	20000000100	6
13101	7.50E-13	2013-12-15 21:18	0	19999999850	55
13102	3.50E-12	2013-12-15 21:18	0	19999999300	0e
13103	2.88E-12	2013-12-15 21:18	0	19999999425	2c
13104	2.75E-12	2013-12-15 21:18	0	19999999450	59
13105	7.50E-13	2013-12-15 21:19	0	19999999850	55
13106	-3.75E-13	2013-12-15 21:19	0	20000000075	72
13107	-5.00E-14	2013-12-15 21:19	0	20000000000	7
13108	3.75E-13	2013-12-15 21:19	0	19999999925	21
13109	5.00E-14	2013-12-15 21:19	0	20000000000	7
13110	3.50E-12	2013-12-15 21:19	0	19999999300	0e
13111	-8.75E-13	2013-12-15 21:20	0	20000000175	73
13112	2.25E-12	2013-12-15 21:20	0	19999999550	58
13113	5.75E-12	2013-12-15 21:20	0	19999998850	45
13114	2.50E-12	2013-12-15 21:20	0	19999999500	8
13115	-1.25E-12	2013-12-15 21:20	0	20000000250	55
13116	-7.50E-13	2013-12-15 21:21	0	20000000150	56
13117	2.63E-12	2013-12-15 21:21	0	19999999475	7c
13118	3.88E-12	2013-12-15 21:21	0	19999999225	2a
13119	-4.13E-12	2013-12-15 21:21	0	20000000825	2a
13120	2.25E-12	2013-12-15 21:21	0	19999999550	58
13121	-4.25E-12	2013-12-15 21:21	0	20000000850	5f
13122	-2.50E-12	2013-12-15 21:22	0	20000000500	2
13123	-2.63E-12	2013-12-15 21:22	0	20000000525	27
13124	2.13E-12	2013-12-15 21:22	0	19999999575	7d
13125	4.13E-12	2013-12-15 21:22	0	19999999175	79
13126	-3.13E-12	2013-12-15 21:22	0	20000000625	24
13127	1.38E-12	2013-12-15 21:23	0	19999999725	2f
13128	-1.25E-12	2013-12-15 21:23	0	20000000250	55
13129	4.63E-12	2013-12-15 21:23	0	19999999075	78
13130	-1.88E-12	2013-12-15 21:23	0	20000000375	71
13131	1.38E-12	2013-12-15 21:23	0	19999999725	2f
13132	3.75E-13	2013-12-15 21:24	0	19999999925	21
13133	1.50E-12	2013-12-15 21:24	0	19999999700	0a
13134	1.25E-12	2013-12-15 21:24	0	19999999750	5a
13135	3.50E-12	2013-12-15 21:24	0	19999999300	0e
13136	5.00E-13	2013-12-15 21:24	0	19999999900	4
13137	2.50E-13	2013-12-15 21:24	0	19999999950	54
13138	-1.50E-12	2013-12-15 21:25	0	20000000300	4
13139	1.25E-12	2013-12-15 21:25	0	19999999750	5a
13140	2.75E-12	2013-12-15 21:25	0	19999999450	59
13141	5.00E-14	2013-12-15 21:25	0	20000000000	7
13142	-2.00E-12	2013-12-15 21:25	0	20000000400	3
13143	1.25E-12	2013-12-15 21:26	0	19999999750	5a
13144	6.50E-12	2013-12-15 21:26	0	19999998700	1a
13145	2.88E-12	2013-12-15 21:26	0	19999999425	2c
13146	3.75E-13	2013-12-15 21:26	0	19999999925	21
13147	-2.50E-13	2013-12-15 21:26	0	20000000050	57
13148	-1.25E-12	2013-12-15 21:26	0	20000000250	55
13149	2.88E-12	2013-12-15 21:27	0	19999999425	2c
13150	1.88E-12	2013-12-15 21:27	0	19999999625	2e
13151	4.13E-12	2013-12-15 21:27	0	19999999175	79
13152	-1.38E-12	2013-12-15 21:27	0	20000000275	70
13153	2.50E-13	2013-12-15 21:27	0	19999999950	54
13154	3.75E-12	2013-12-15 21:27	0	19999999250	5f
13155	1.88E-12	2013-12-15 21:28	0	19999999625	2e
13156	-1.25E-13	2013-12-15 21:28	0	20000000025	22
13157	2.00E-12	2013-12-15 21:28	0	19999999600	0b
13158	-6.25E-13	2013-12-15 21:28	0	20000000125	23
13159	-8.75E-13	2013-12-15 21:28	0	20000000175	73
13160	-1.13E-12	2013-12-15 21:28	0	20000000225	20
13161	3.25E-12	2013-12-15 21:29	0	19999999350	5e
13162	2.50E-13	2013-12-15 21:29	0	19999999950	54
13163	-1.75E-12	2013-12-15 21:29	0	20000000350	54
13164	4.25E-12	2013-12-15 21:29	0	19999999150	5c
13165	3.75E-13	2013-12-15 21:29	0	19999999925	21
13166	2.50E-13	2013-12-15 21:29	0	19999999950	54
13167	-3.50E-12	2013-12-15 21:30	0	20000000700	0
13168	-1.50E-12	2013-12-15 21:30	0	20000000300	4
